pessoa;checado;selo;paragrafo;comentario
JAIR BOLSONARO;sim;não é bem assim;Agora, mesmo assim, a inflação do Brasil é uma das menores do mundo, menor até do que nos Estados Unidos.;Ainda que tenha registrado deflação de -0,68% no mês de julho, segundo o IBGE (Instituto Brasileiro de Geografia e Estatística), o Brasil ainda tem a quarta maior inflação acumulada nos últimos 12 meses entre os países do G20, as 20 maiores economias do mundo. Com o avanço de 10,07% nos preços nesse período, com base nos dados de julho, o país perde só para Rússia (15,1%), Argentina (71%) e Turquia (79,6%). Já os EUA registram inflação de 8,5% em 12 meses e não registraram alta ou queda no índice de preços em julho.
JAIR BOLSONARO;não;NA;Menor até que do próprio Estados Unidos. Nós estamos colaborando na geração de empregos. Muitos diziam que apenas a partir do ano que vem voltaríamos aos números de pré-pandemia. Voltamos agora. Pode ter certeza que o mês que vem devemos ter essa taxa chegando a oito por cento.;NA
JAIR BOLSONARO;não;NA;O nosso PIB está crescendo. Nós fizemos milagre durante a pandemia. Lamentamos as mortes, mas investimos para que empregos não fossem excluídos como os programas PRONAMPE e BEM. Atendemos os mais necessitados. Temos aqui dados do próprio IPEA.;NA
JAIR BOLSONARO;não;NA;Levando-se em conta o começo do meu governo, 2019, até agora. No mundo o número de famílias na extrema pobreza cresceu e no Brasil diminuiu, passou de 5,1 milhões pra quatro milhões.;NA
JAIR BOLSONARO;sim;falso;Ou seja, nós atendemos aos mais necessitados. Foi o meu governo que negociou o ano passado passar em média 190 o valor do Bolsa Família para no mínimo 400 reais. Foi o meu governo, contra o voto do PT na Câmara.;A afirmação do candidato é FALSA, pois, quando parlamentares do PT votaram contra a PEC Emergencial, ainda não havia valor definido para o Auxílio Brasil. À época, os petistas pediam a manutenção do auxílio de R$ 600 por mês, que parou de ser pago em dezembro de 2020. Após o fim dessa primeira rodada de pagamentos do auxílio emergencial de R$ 600 mensais, o Congresso Nacional passou a discutir a PEC 186/19, conhecida como PEC Emergencial, que permitiria ao governo descumprir regras fiscais, como o teto de gastos e, desta forma, voltar a pagar o auxílio. O texto da PEC previa a liberação de R$ 44 bilhões no Orçamento da União para a volta do pagamento do auxílio, mas não detalhava valores, duração e condições de acesso. A proposta também incluía dispositivos como a permissão para o uso de fundos públicos para pagamento de dívida. Durante a tramitação da PEC 186/19, parlamentares do PT apresentaram requerimentos pedindo que o texto sobre auxílio emergencial fosse desmembrado e votado em separado, mantendo o valor de R$ 600 mensais pago no ano anterior — todos os pedidos foram rejeitados. Desta forma, o PT votou contra a PEC Emergencial, aprovada em março de 2021. Em agosto daquele ano, o governo apresentou a Medida Provisória 1.061, instituindo o Auxílio Brasil no valor de R$ 400 mensais. A MP começou a valer imediatamente e foi referendada pelo Congresso em novembro, quando virou lei, desta vez com o PT orientando votos favoráveis tanto na Câmara como no Senado.
JAIR BOLSONARO;não;NA;Foi o meu governo que junto ao parlamento fez diminuir o ICMS dos combustíveis, contra o voto dos senadores do PT na no Senado. E o meu governo no corrente ano entre outras coisas deu mais 200 reais pro auxílio Brasil até o final do ano e já está garantido pra equipe econômica que esse valor será definitivo a partir do ano que vem, ou seja, o meu governo atendeu aos mais necessitados. E esses mais pobres que estão passando necessidade, alguns passam fome, sim. Não nesse número exagerado.;NA
JAIR BOLSONARO;não;NA;Querer fazer demagogia com o número daqui fica complicado. Aí isso é inadmissível. E diz o próprio próprio dados do IPEA que, por exemplo, quem ganha até 1,9 dólares por dia está na linha de pobreza. Um ponto nove dólares são dez reais. E o auxílio Brasil paga 20 reais.;NA
JAIR BOLSONARO;não;NA;Quem por ventura está abaixo do nível da pobreza, deve ter gente sim passando necessidade sim, é só se cadastrar que vai passar a ganhar então o auxílio Brasil de seiscentos reais. Ou seja é um governo que tem um olhar todo especial para os mais pobres. Demos 600 reais.;NA
JAIR BOLSONARO;não;NA;Três vezes maior do que o PT dava lá atrás com com o Bolsa Família. E lá atrás era em média 190 reais em valores corrigidos. Onde tinha família ganhando 80 reais por mês. Nós passamos no mínimo 600 e aquela mãe que tem filho e está sem marido ela pode passar pra 1.200 reais.;NA
JAIR BOLSONARO;sim;não é bem assim;Lá atrás, quando se conseguia emprego, perdia o Bolsa Família.;O beneficiário do Bolsa Família que conseguia emprego com carteira assinada não necessariamente perdia o direito ao programa social. O principal critério para a manutenção dos pagamentos era a renda mensal familiar por pessoa, valor obtido pela divisão da renda total do domicílio pelo número de integrantes da família. Caso essa renda fosse maior que o valor estipulado anualmente pelo governo federal, mas não superior a meio salário mínimo, o beneficiário poderia manter os pagamentos por mais dois anos.
JAIR BOLSONARO;não;NA;No meu governo não perde o Auxílio Brasil. Ou seja, um governo que atende aos mais necessitados, que procura incluí-los. Não esqueçamos que 38 milhões de pessoas perderam tudo durante a pandemia. Por quê? Foram obrigados a ficar em casa.;NA
JAIR BOLSONARO;não;NA;E pagamos auxílio emergencial para 68 milhões de pessoas no Brasil. Um governo que pensa nos mais pobres, pensa naquele que passa fome e procura melhorar a vida deles mesmo tendo contra ele dentro da Câmara e do Senado partidos como PT, PCdoB, PSOL, entre outros. Então, Ciro, com todo respeito nós fazemos a nossa parte. Temos sim colaborado pra que essa essa essa chaga seja afastada. Agora dá uma olhadinha como é que seu PDT votou na Câmara essas propostas de reduzir o imposto dos combustíveis e aumentar o auxílio do Brasil.;NA
CIRO GOMES;não;NA;Eu considero uma verdadeira aberração termos à testa da administração nacional brasileira um presidente que desconhece a Rede Penssan é uma das instituições mais respeitadas do mundo. São números recentes 33 milhões e 100 mil brasileiros estão passando fome.;NA
CIRO GOMES;sim;falso;125 milhões de brasileiros, você está nos ouvindo aí, não comeram as três refeições.;Ciro faz referência aos dados do 2º Inquérito Nacional sobre Insegurança Alimentar no Contexto da Pandemia da Covid-19 no Brasil divulgado pela Rede Penssan (Rede Brasileira de Pesquisa em Soberania e Segurança Alimentar e Nutricional) em abril. O dado citado, entretanto, diz respeito aos 125 milhões de brasileiros que sofrem com algum grau de insegurança alimentar, ou seja, incapacidade no acesso regular e permanente aos alimentos de qualidade e em quantidade suficiente, sem sentir a iminência de sofrer alguma restrição no futuro próximo. A mesma pesquisa indica que 28,3% dos brasileiros não fazem as três refeições diárias, o que equivale a cerca de 60 milhões de pessoas.
CIRO GOMES;não;NA;Só uma de cada quatro crianças no Brasil fazem três refeições. Por isso eu quero encerrar essa disputa de quem é que é mais Papai Noel em véspera de eleição. Bolsa Família mais 200, que mostra os limites politiqueiros de uma política de renda. Nós temos que transformar isso numa política de renda como uma perna da previdência social.;NA
CIRO GOMES;não;NA;O programa de renda mínima Eduardo Suplicy vai garantir mil reais por domicílio, peço que você acompanhe os detalhes nas minhas redes, todas as fontes de financiamento, de onde é que vem o dinheiro. E com isso eu acabo definitivamente com a fome e também com a manipulação política e demagógica da fome e da miséria do povo por esse tipo de interesse.;NA
MEDIADORES;não;NA;Candidato Bolsonaro, o senhor tem 13 segundos pra sua tréplica.;NA
JAIR BOLSONARO;não;NA;2019, cinco milhões, cem mil famílias abaixo da minha pobreza, mesmo com pandemia. 2022, quatro milhões de família. Estamos melhorando sem demagogia e com responsabilidade fiscal.;NA
MEDIADORES;não;NA;O próximo candidato que faz a pergunta agora é Felipe D'Avila. Pra quem o senhor vai dirigir a sua pergunta?;NA
FELIPE D'ÁVILA;não;NA;"Pro candidatos Ciro Gomes. Por favor, Ciro. Eu venho fazendo um trabalho no Centro de Liderança Pública há mais de 14 anos melhorando a qualidade da gestão pública nos estados e municípios.
E uma das coisas que nós precisamos melhorar é a educação, como você sabe muito bem. A gente começou a falar aqui de educação. Mas se não houver uma melhoria real na educação não haverá aumento de produtividade. E sem produtividade o Brasil não consegue crescer e gerar emprego nessa era do conhecimento. E eu queria perguntar pra você.";NA
FELIPE D'ÁVILA;não;NA;"Neste Brasil em que nós gastamos 5,8%  do PIB com educação há tantos anos as crianças continuam não aprendendo, os professores continuam não ensinando
E eu pergunto pra você que tem um exemplo de sucesso em Sobral como você tem mesmo no fundamental um. O que é que nós precisamos fazer pra acabar com esse descalabro da educação?
Agora recentemente mesmo mais de quatro ministros da educação, roubo no FNDE como sempre. O que que nós temos de fazer pra ter uma educação de qualidade? Porque não é gastar dinheiro, é transformar educação de qualidade pro brasileiro.";NA
CIRO GOMES;não;NA;"Professor Felipe d'Avila eu lhe saúdo e agradeço essa pergunta. São duas graves questões que nós precisamos considerar em relação a educação. A primeira é que tipo de educação nós oferecemos. De fato com o mesmo dinheiro que nós aplicamos já poderíamos ter, como Ceará mostra, um padrão de educação muitas vezes melhor para o filho do trabalhador e pra filha do... pra filha do trabalhador. Por quê? Porque o padrão de escola que se oferece hoje na rede pública salvo muito maravilhosas exceções é o ensino do século XIX, é o ensino do século XX. É o decoreba, é o ensino sem graça, é o enciclopedismo raso em que o menino é obrigado a decorar coisas que não tem sentido pra ele e em tempos de Google, isso é puro lixo
";NA
CIRO GOMES;não;NA;Essa é a primeira grande questão, mudar o padrão de educação para oferecer uma pedagogia da... da teoria digital, do mundo digital, do mundo do conhecimento. A outra, Felipe, entenda, é financiamento.;NA
CIRO GOMES;não;NA;O Brasil gasta per capita muito menos do que aquele padrão que a Europa por exemplo gasta, que os Estados Unidos gasta e hoje nós estamos obrigados a competir com eles. Em terceiros mercados ou do mercado brasileiro. Me pergunte, na sequência, como fazer isso e eu também, se tiver oportunidade, quero dizer ao povo brasileiro que eu serei o presidente da educação e aquele que vai cuidar do bolso da família pobre brasileira.;NA
FELIPE D'ÁVILA;não;NA;Olha, pra colocar o Brasil entre os melhores países do mundo, nós temos de focar no aprendizado do aluno. A gente desperdiça dinheiro público com a máquina pública. Isso não melhora o aprendizado do aluno. A criança não aprende. Nós precisamos votar em investir na carreira do professor. Uma carreira pra valorização do professor. O professor precisa aprender a dar aula. O curso de Pedagogia precisa mudar completamente, é completamente arcaico hoje. E mais do que isso, nós precisamos investir no ensino profissionalizante pra reter os nossos jovens na escola, porque se não existe êxodo de mais de 48% dos jovens da escola. Então, educação profissionalizante, focar na formação dos professores, e mensurar o aprendizado do aluno e não ficar dispersando dinheiro público com o gasto da máquina pública. Essa é a forma de fazer a educação no Brasil ser de verdade. No governo do PT teve muito gasto com a educação mas 50%  das crianças não estavam devidamente alfabetizadas aos seis anos e quatro em cada 100 só sabiam o conteúdo de matemática no fim do ensino médio.;NA
CIRO GOMES;não;NA;O desastre da educação brasileira é medido pelos indicadores de avaliação. Se nós estabelecermos o PISA, que é o termo de avaliação internacional, o que de fato nos recomenda aprofundar o debate. Deixa eu ver, motivar professor, retreinar o professor pra que ele passe a fazer essa pedagogia emancipadora. Que a garotada possa ir pra escola interessada em dominar as tecnologias digitais e pensar fora da caixinha do decoreba. Ensinar o mesmo conteúdo de pontos de vista diferentes para estimular a autonomia intelectual. Isso eu já vi funcionando e nós estamos experimentando isso com extraordinário êxito no Ceará. Só pra você ter uma ideia, Felipe,;NA
CIRO GOMES;sim;falso;60 de cada 100 alunos do ensino médio do Ceará já estão em tempo integral.;"O Censo Escolar 2021 do Inep (Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira), último dado oficial disponível, aponta que 33,2% dos alunos do ensino médio da rede pública do Ceará estudam em tempo integral. Esse percentual foi confirmado ao Aos Fatos nesta terça-feira (30) pelo governo cearense. Na realidade, a proporção citada pelo candidato corresponde à taxa de unidades de ensino que oferecem tempo integral (60%) no estado.
"
CIRO GOMES;não;NA;Boa parte profissionalizante. Saem dali com estágio remunerado os seis primeiros meses pelo governo e mais de 93 por cento ficam retidos pelas empresas porque nós fazemos essa aposta. Não é? E esse é uma experiência que eu quero generalizar para todo o Brasil.;NA
CIRO GOMES;não;NA;Mas meu irmão, me permita lhe cumprimentar, nós precisamos entender que sem remuneração decente sem financiamento decente isso tudo não vai acontecer. O piso salarial do magistério brasileiro, comparado com o mundo é, é de encher de vergonha.;NA
CIRO GOMES;não;NA;Viva o magistério brasileiro que consegue dar aula um mês inteiro sem material, sem equipamento, numa lousa com giz. Sabe? Ganhando três mil e quinhentos reais. E alguns estados, muitos municípios sequer estão pagando o piso salarial. Qualificar a gestão das escolas também é um elemento essencial. Muitos lugares do Brasil não há padrão de avaliação.;NA
CIRO GOMES;não;NA;A gestão escolar é indicação de político, de vereador isso tem que ser uma carreira de estado como nós fazemos no Ceará. Todos os dirigentes de escola são capacitados, treinados, concursados em que se se percebe inclusive dotes de liderança para a linha de gestão, contabilidade, essas coisas todas e envolver as famílias.;NA
CIRO GOMES;não;NA;Acompanhar aluna ou aluno pra que ele não perca a idade escolar certa na capacitação. Isto é o que vai mudar o Brasil. E em qualquer circunstância não haverá essa mudança de qualidade na educação se não com esses números. O PT por exemplo se gaba, o Lula acabou de falar e o presidente Lula de bilhões, de de milhões de crianças, de adolescentes, de estudantes que foram pro ensino eh... e o ensino eh... e universitário. É verdade. O Brasil tem hoje 18 de cada 100 garotos de 18 a 25 anos na no ensino superior. A Colômbia tem 42.;NA
CIRO GOMES;não;NA;E quando nós vamos olhar que que tipo de escola passaram do governo do do PT do Lula, 40 bilhões de reais para empresários privados deixando um garoto endividado no começo da vida com uma conta de 110 a 150 mil reais no FIES. Isso é uma coisa absolutamente chocante, isso não é educação.;NA
MEDIADORES;não;NA;A próxima a perguntar é a candidata Soraya Thronicke.;NA
SORAYA THRONICKE;não;NA;"Eu escolho a candidata Simone Tebet. Candidata, enquanto os profissionais da saúde enfrentavam corajosamente o coronavírus muitos pacientes que precisavam de procedimentos eletivos como é o caso de uma cirurgia de catarata ou um procedimento ortopédico tiveram seus atendimentos cancelados ou adiados.
O que é que pode ser feito pra diminuir a fila por consultas, exames e cirurgias no SUS?";NA
SIMONE TEBET;não;NA;"Obrigada candidata Soraya pela pergunta. Afinal essa é uma das questões mais importantes hoje do Brasil. Saúde pública.
Nós acabamos de sair de uma pandemia, se é que saímos dela, uma pandemia que podia ter sido muito melhor gerida se nós tivéssemos um presidente da república sensível à à dor alheia. Lamentavelmente, no momento que o Brasil mais precisou do Presidente da República ele virou as costas pra dor das famílias enlutadas brasileiras. E negou vacina no braço do povo brasileiro. Eu sei porque eu estava lá na CPI.";NA
SIMONE TEBET;não;NA;"Eu estudei os documentos. Atraso de 45 dias na compra de vacina. Quantas famílias perderam prematuramente seus filhos? Quantas mães perderam filhos? Quantos filhos perderam pais? E eu não vi o Presidente da República pegar a moto dele e entrar num hospital pra dar um abraço a uma mãe que perdeu um filho.
Eu vi mais do que isso, eu vi um escândalo, escândalo de corrupção na compra de vacinas como se a vida pudesse custar um dólar.
Nesse aspecto, Soraya, a pandemia se arrastou porque não teve coordenação do governo federal. Não é porque ficamos em casa. É porque se tivesse tido coordenação do governo federal nós teríamos uma pandemia melhor resolvida. Já estaríamos todos trabalhando e com isso a sua pergunta é extremamente importante. Nós ficamos com atraso na na realização de exames, cirurgias e consultas. Só tem um jeito. Quem decretou, decretou-se calamidade pública pra tudo.";NA
SIMONE TEBET;não;NA;"Pra gastar, pra fazer orçamento secreto, pra colocar dinheiro público no bolso da classe política. Colocando dinheiro onde nós nem sabemos se chegou.
Então, a sequela da pandemia é o atraso desses exames. O que nós vamos fazer Soraya? Nós vamos decretar calamidade pública, estado de emergência apenas pra isso. Pra que possamos criar um crédito extraordinário. E com isso colocarmos dinheiro fundo a fundo pros municípios e pros e pros estados. Cada exame, cada consulta cada cirurgia atrasada que eles executarem, vai ser imediatamente pago. Pra que a população brasileira não possa morrer prematuramente das doenças da sequela da pandemia da Covid-19.";NA
SORAYA THRONICKE;não;NA;Candidata, realmente o SUS sempre foi um orgulho pra todos nós brasileiros no caso da vacinação. Confesso que no atendimento ele é muito mais bonito no papel do que na realidade e quem conta isso é o usuário do SUS. Quem tem que nos dizer se o SUS é bom ou não, não somos nós que não utilizamos esse serviço. Quem tem que dizer, é quem está lá na fila. Nós temos um projeto liberal de verdade pra economia, pra executar, não é no gogó.;NA
SORAYA THRONICKE;não;NA;Não é no gogó! E é por isso que pra diminuir todas as filas pra exames, pra cirurgias, pra consultas nós iremos usar toda a capacidade da iniciativa privada pra complementar o SUS. E com isso agilizar o atendimento das pessoas e realmente é uma catástrofe o que o Brasil vive. Eu, Soraya, ando nas ruas e o que eu vejo nas ruas é desalento. O meu telefone não para de tocar.;NA
MEDIADORES;não;NA;Obrigado.;NA
SIMONE TEBET;não;NA;Nós concordamos, candidatos, Soraya, e eu gostaria até de dar um depoimento e fazer um pedido pros nossos candidatos a presidente da república. Eu peguei um carro daqui de São Paulo e fui a Barretos pra poder assinar um documento no Hospital do Amor do Câncer de Barretos que é um dos hospitais mais importantes na cura contra o câncer no Brasil. O que eu vi lá é de dar inveja ao mundo. Mas eles fizeram uma súplica. Eu fui a primeira a assinar um documento que se eleita presidente da república vou atualizar a tabela SUS. Vinte e cinco por cento por ano até cem por cento nos quatro anos. Sabe por quê?;NA
SIMONE TEBET;não;NA;"Dos médicos especialistas? Senadora Simone, as pessoas morrem prematuramente. Pobre morre, até 25%  dos pobres morrem no Brasil porque não tem acesso a porta do SUS pra tratamento preventivo do câncer porque nós não conseguimos atender porque a tabela SUS está defasada. Eu fui a primeira.
Eu conclamo os demais candidatos a presidente da república que assinam esse compromisso pela vida. Vinte e cinco por cento. Vamos tirar do orçamento secreto, vamos tirar dos desperdícios, vamos reduzir a máquina, mas vamos dar dignidade da saúde pra quem mais precisa. Por que este Brasil é de todos. Ele não pode ser mais do rico do que do pobre. O rico não pode ter um saúde pública, saúde privada de excelência enquanto pobre morre nas filas dos hospitais.";NA
SIMONE TEBET;sim;falso;Porque hoje as Santas Casas e as filantrópicas atendem 60% das cirurgias e das médias e altas complexidades, ou seja, dos casos mais complicados de saúde da população pobre. Sabe o que eu ouvi de lá.;De acordo com dados do DataSUS de junho de 2022, os últimos disponíveis, o Sistema Único de Saúde realizou naquele mês 946.839 procedimentos cirúrgicos de média e alta complexidade. Desses, 405.022, ou 42,8%, ocorreram em entidades sem fins lucrativos, e 483.347 (51,04%) na rede pública. Se considerados os dados do último ano, a proporção pouco se altera: entre julho de 2021 e junho de 2022, foram 4.694.514 procedimentos aprovados, 2.059.832 (43,87%) em entidades sem fins lucrativos.
MEDIADORES;não;NA;Obrigada candidata, o próximo a perguntar agora é o candidato Lula.;NA
MEDIADORES;não;NA;Deve dirigir a pergunta pro candidato Felipe Dávila ou para Soraya Thronicke. Pra quem o senhor vai dirigir?;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Eu vou dirigir ao Felipe D'Ávila.;NA
MEDIADORES;não;NA;Por favor.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Candidato, o mundo hoje vive discutindo a questão climática. Os governantes tomam noção de que é da responsabilidade de cada governante cuidar do seu país para que todos cuidam do seu, cuidem do planeta ou a gente vai destruir o planeta que é a nossa terra. Eu queria que o senhor me desse a sua opinião sobre o que que está acontecendo no Brasil.;NA
LUIZ INÁCIO LULA DA SILVA;sim;verdadeiro;Ou seja, o Brasil rompeu o acordo que tinha com a Alemanha e com a Noruega.;Lula se referiu ao Fundo Amazônia, criado em 2008 para fomentar iniciativas para proteção da floresta que recebeu recursos dos governos da Alemanha e da Noruega. Em agosto de 2019, o Ministério do Meio Ambiente suspendeu o fundo após os dois países terem bloqueado o dinheiro destinado. Na época, a Noruega afirmou que o Brasil rompeu o acordo ao suspender o conselho de administração e o comitê técnico do fundo. A Alemanha afirmou acreditar que o Brasil não tinha mais disposição para reduzir impactos ambientais.
LUIZ INÁCIO LULA DA SILVA;não;NA;O Brasil faz discurso todo sobre o dia de que é preciso desmatar, que é preciso queimar, que é preciso plantar, ou seja, e não há nenhum cuidado com a questão ambiental. Ou seja, qual é a sua proposta para resolver a questão ambiental?;NA
FELIPE D'ÁVILA;não;NA;Bom candidato Lula, a retomada do crescimento econômico do Brasil depende de uma política ambiental que faça o Brasil ser a primeira nação carbono zero entre as grandes potências econômicas. Isso está no nosso plano de governo. Esta é a maior oportunidade que o Brasil tem para sequestrar carbono. O Brasil tem potencial para ser com esse estrago 50% do carbono do mundo plantando árvore em terra degradada.;NA
FELIPE D'ÁVILA;sim;verdadeiro;Nós temos 50 milhões de hectares de terra degradadas.;Estudo publicado na revista Science em 2019, que envolveu pesquisadores da FAO (Organização das Nações Unidas para a Alimentação e a Agricultura), apontou que o Brasil possui 49,7 milhões de hectares disponíveis para o reflorestamento. São áreas que não estão cobertas nem por zonas urbanas, nem por florestas, nem pela agricultura — ou seja, formadas por terras degradadas. Em todo o mundo, a área disponível para o reflorestamento soma quase 1 bilhão de hectares.
FELIPE D'ÁVILA;não;NA;Dá pra plantar árvore em três milhões de hectares. Isso vai gerar renda pras pessoas mais pobres. Isso vai gerar progresso em outras regiões do Brasil. Vai ajudar também a impulsionar a energia renovável no Brasil. O Brasil já tem a matriz mais limpa de energia e precisa continuar expandindo. E nós vamos criar o emprego verde porque este emprego de serviços ambientais da bioeconomia é a maior fonte pra atrair investimento externo pro Brasil. Investimento fundamental pra retomada do crescimento econômico da geração de emprego e renda.;NA
FELIPE D'ÁVILA;não;NA;Portanto, o meio ambiente precisa ser tratado com a seriedade, como a maior oportunidade que o Brasil tem pra recuperar o seu crescimento econômico, atrair investimento. E mais: ajuda o agro brasileiro, porque o agro brasileiro é o que mais sofre quando se desmata no Brasil porque vem retaliação lá de fora dizendo que não vai comprar soja do Brasil ou carne do Brasil porque vende área desmatada. O que é mentira. O agronegócio brasileiro é o mais sustentável do mundo. Nenhum outro país do mundo planta soja no Cerrado e mantém 35% de reserva legal.;NA
FELIPE D'ÁVILA;não;NA;Em um outro país do mundo colhe uma tonelada de cacau no norte e mantém 88% de reserva legal. Portanto, nós não podemos desperdiçar esta enorme oportunidade que o Brasil tem para atrair investimento, renda, emprego e se transformar no primeiro país carbono zero do mundo.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Olha, nenhum empresário sério que conhece a questão da relação comercial do mundo vai fazer queimada ou vai destruir os biomas brasileiros, seja o Pantanal, seja Amazônia, seja Caatinga, não vai. Entretanto nós temos gente do governo que até incentiva. Nós tivemos ministro que dizia deixar a boiada passar. Bom o que eu quero na verdade é o seguinte eu tive o prazer de ser presidente da república e participar da COP15 em Copenhagen.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;"Em Copenhagen o Brasil assumiu o compromisso que depois foi referendado no em Paris em que a gente reduziu o desmatamento em 80% e que a gente iria diminuir a emissão de gás efeito estufa em 36,9% .
E o Brasil passou a ser referência no mundo inteiro. Todo mundo conversava com o Brasil e hoje as pessoas têm o Brasil como um país que não leva a sério e ninguém respeita as decisões do Brasil.";NA
FELIPE D'ÁVILA;não;NA;É verdade Lula, mas isso aqui mudou muito a questão do meio ambiente. Meio ambiente nós vamos resolver com mais mercado. Existem hoje cinquenta trilhões de dólares no mundo que vai investir em país que respeita o meio ambiente, a questão da governança e a questão social. E o PT me dá sempre a impressão de que não gosta do mercado, empresário é latifundiário.;NA
FELIPE D'ÁVILA;não;NA;E não é isso, nós temos que olhar o mercado com juízo. O mercado vai ajudar o Brasil a resolver a questão do meio ambiente. Vai trazer investimento privado. Nós temos que acabar com essa dicotomia que preservar o Brasil é manter o atraso. Não, preservar significa exatamente o oposto. Atrair investimento, renda e emprego com dinheiro privado.;NA
FELIPE D'ÁVILA;não;NA;Não tem mais essa dicotomia que pra preservar o meio ambiente nós temos que simplesmente não fazer nada nas terras. Não, nós temos que saber usar isto a nosso favor. Eu tenho certeza absoluta que o Brasil vai ser um exemplo em ser este país que vai capturar 50% do carbono do mundo, dar uma lição pro mundo. E isso vai ser fundamental para recuperar a credibilidade internacional do Brasil. O Brasil jamais vai voltar a ser um país confiável nas relações internacionais se continuar tratando o meio ambiente com o descaso que vem nos últimos anos. É uma pena porque nós temos essa potência do desenvolvimento regional. Veja só como é importante o desenvolvimento sustentável pra gerar receita no nordeste. Com as energias renováveis. Com eólica, solar, biomassa.;NA
FELIPE D'ÁVILA;não;NA;A fronteira agrícola crescendo de forma sustentável. E esse é o Brasil que dá certo. É o Brasil do agronegócio. É o único setor da economia capaz de competir no comércio internacional. Nós temos que usar o exemplo do agro para poder crescer, expandir o nosso mercado. O agro é o único setor da da economia brasileira que não tem medo da concorrência internacional.;NA
MEDIADORES;não;NA;A última a perguntar nessa rodada é a candidata Simone Tebet. A pergunta a ser feita a senadora Soraya Thronicke.;NA
SIMONE TEBET;não;NA;Candidata Soraya, eu não tenho, como professora, não fazer perguntas sobre educação. Eu gostaria de perguntar a senhora. A senhora sabe o quanto esta questão é cara pra mim. Dei aula 12 anos de direito administrativo de como é que se administra o estado em um país. E tive o privilégio de tê-la como uma excelente aluna. Mas, infelizmente, educação nunca foi prioridade no país. Educação nunca foi colocado como um projeto nacional de estado e não de governo. É por isso que os indicadores da educação estão nesse patamar há mais de 30 anos. Mas nunca a educação esteve tão estampada nas páginas policiais. Não é só descaso, é corrupção. É superfaturamento de ônibus escolares. É fotografia de na Bíblia, de um ministro com dinheiro público pra participar de eleição. Então a pergunta é diante de tudo isso como fazer pra resolver o problema da educação e garantir dignidade pras nossas crianças e pros nossos jovens?;NA
SORAYA THRONICKE;não;NA;Obrigada candidata pela pergunta. É um assunto que também me é caro. Muito muitas poucas pessoas sabem, mas eu fui professora de inglês por muito tempo. Então eu sei o que que é uma sala de sala de aula também. E como a senhora bem disse, a senhora foi minha professora, nós sabemos a importância da educação e por isso a nossa primeira proposta e revolucionária é isentar, escutem bem, escutem bem, isentar de imposto de renda todos os professores. Todos os professores. Tanto do ensino público, quanto privado. Isso não é conto de fadas. Isso é verdade. Isso já foi estudado. O impacto é apenas de 10 bi por ano. Eu sei disso. Isso é possível fazer principalmente por conta do financiamento que o imposto único federal vai proporcionar. Mas além dessa valorização que a primeira coisa, valorização de você professor que está ali na ponta e que é tão desvalorizado. Começa por aí.;NA
SORAYA THRONICKE;não;NA;E aí nós temos inúmeras propostas, propostas de... em relação ao analfabetismo funcional, a criação de metodologias autodidáticas. Isso é muito importante pra que as pessoas consigam complementar a mente ao professor aprender sozinhas. Mas uma coisa que eu quero deixar aqui muito claro e que muito me preocupa. Durante a pandemia nós tivemos nossas crianças fora da escola e o governo não conseguiu fazer um programa que resolvesse isso. Simples seria se ele utilizasse o mesmo método que utilizou o presidente de Portugal, Marcelo Rebelo.;NA
SORAYA THRONICKE;não;NA;Marcelo Rebelo é professor também e ele foi pra TV Estatal. Ele foi pra TV Estatal dar aulas e contratou os melhores professores do país pra dar aula na TV aberta para os alunos. E aí nós temos a nossa EBC que passou todo esse tempo fazendo campanha para o atual presidente da República. Isso é grave, isso é sério. Num governo que prometeu privatizar. Portanto, dentre tantas e tantas e tantas propostas nossas que é inclusive incluir a iniciativa privada dentro do... do nosso sistema pra conseguir resolver o problema, o que falta na na educação pública, nós incluiremos também a capacidade da iniciativa privada pra nos ajudar. Porque no Brasil, contrariamente o que disse o ex-presidente Lula, atual candidato, nós gastamos muito, gastamos como primeiro mundo na educação e entregamos uma educação de quinta categoria, isso tem que acabar.;NA
